%"wig20"	"acp"	"bio"	"bre"	"bzw"	"cez"	"cps"	"gtn"	"gtc"	"kgh"	"lts"	"pbg"	"peo"	"pkn"	"pko"	"pxm"	"tps"	"tvn"
2547.52	56.9	0.22	282	218	143.9	14.78	10.92	23.4	110.5	33	237	168.8	39.11	42.7	4.84	16.05	18.99
2534.41	56.7	0.23	277.2	214	143.8	14.72	10.85	23.9	111	32.41	231.3	168.1	38.11	42.19	4.94	16.2	19
2486.53	56.5	0.22	271	214	142.1	14.6	10.5	23.6	110	32	231.4	165.1	36.9	40.26	4.75	16.11	18.67
2535.67	56.9	0.23	277.2	215.8	142.9	14.8	10.76	23.9	112.5	32.95	235	169	37.99	41.05	4.89	16.44	18.8
2577.26	57.2	0.23	286.7	216.9	140.8	14.96	10.99	24	115.4	32.75	234	175.8	38.03	41.75	4.99	16.57	19.31
2514.63	57	0.22	274.2	215	140	14.61	10.75	23.36	111.1	31.25	220	170.6	37.05	40.9	4.8	16.55	18.35
2483.68	56.05	0.21	265.3	210.9	138.1	14.5	10.55	23.25	109.1	30.65	218	167.6	36.96	40.9	4.86	16.35	17.85
2545.99	57.55	0.22	276	215	137.8	14.81	10.95	23.75	112	31.9	218.5	173.5	38.2	42.1	4.95	16.59	18.08
2569.41	56.4	0.22	280.6	216	139	15	11.07	23.2	115.4	32.09	220	177.3	37.9	43.3	4.95	16.32	18
2534.38	56.2	0.22	275	214.2	140	14.31	10.93	23	113.2	31.85	220	173.5	37.15	42.51	4.95	16.35	17.32
2594.83	59.65	0.22	287	220	141.8	15	11.06	24	113.2	33	228	178	38.5	43.6	5.1	16.67	18.3
2601.01	59.35	0.22	293.7	219.9	140.4	15.02	11.09	24.35	115.7	32.75	220	177	38.47	43.89	5.07	16.66	18
2604.76	58.9	0.23	294	220.9	139.1	15.02	11.22	24.5	116.1	33	219.9	178.8	38.3	43.52	5.05	16.66	17.88
2587.69	59.3	0.22	289.7	218.5	139.7	15.01	11.17	24.9	116	33	219.5	176	37.9	42.59	4.99	16.67	17.8
2578.66	59.3	0.23	285	215	140	15.15	11.07	24.75	116	33.25	219	172.9	37.96	42.4	4.97	16.66	17.9
2553.58	59.3	0.22	279.7	216.7	140.1	15.1	11.03	24.75	111	32.3	216	172.2	37.94	41.94	4.98	16.64	18.04
2522.36	58.7	0.23	266.2	212	138.5	15.1	11	24.45	107.2	31.49	215.5	170	37.62	41.8	4.94	16.45	18.09
2561.5	59.8	0.22	273	215.7	139	15.63	11.14	24.57	109.5	31.55	216	172.9	38.64	42.5	5.04	16.45	18.65
2575.36	59	0.22	275	216.5	136.1	15.76	11.37	24.95	110.6	31.4	216	173	39.4	42.5	5.24	16.5	18.25
2552.5	57.6	0.23	270.9	216.9	134.8	15.71	10.96	25	109.5	30.29	216	170.3	38.9	41.9	5.29	16.66	18.14
2495.6	56.8	0.23	259.9	205.9	135.8	15.6	10.75	24.8	107.3	29.5	215.5	166	38.8	39.95	5.1	16.21	18
2506.24	56.2	0.23	265	198	140	15.6	10.77	24.78	106.9	30	215.5	167.7	39.05	39.98	5.05	16.66	18.4
2485.35	56	0.23	266.9	194.5	138.5	15.7	10.69	24	105.6	29.85	215	166	38.6	39.6	5.03	16.71	18.2
2495.65	56.6	0.24	263.9	199	139.9	15.85	10.72	23.7	105.5	30.15	215	167.3	38.7	40.09	4.94	16.7	18.55
2495.13	56.3	0.24	259.9	195	135.5	16	10.5	22.78	104.5	29.98	215.4	170.5	39.6	40.14	4.72	16.7	18.3
2445.32	56.05	0.22	252	191	134.4	15.79	10.43	23.44	102.2	28.81	217.6	166	38.7	38.9	4.65	16.54	17.05
2456.24	56.1	0.22	253	190.5	137.9	15.63	10.38	23.2	103.4	29.51	216.9	165.5	38.39	39.4	4.67	16.69	17.01
2437.59	55.85	0.22	251	189.5	137.8	15.23	10	23	102.1	29.5	215	167	38.25	38.85	4.65	16.32	17.2
2441.39	56.6	0.23	246	183.1	138.9	15.57	9.85	22.6	102	29.75	211	166	37.9	39.8	4.62	16.66	16.55
2445.4	57.65	0.24	246	185	136.6	15.57	10	23.48	102.6	29.54	211	166.5	37.91	39.65	4.64	16.23	16.36
2465.98	57.75	0.24	246	188	139.1	15.49	10.16	23.46	103	29.25	215	170.8	38.1	39.6	4.65	16.45	16.2
2445.34	57.5	0.26	239.4	188	139.5	15.4	10.17	23.3	103.1	28.89	211.4	170.2	36.7	39.07	4.65	16.15	16.65
2392.78	57	0.24	235.6	185.1	135.5	14.84	9.88	23	100.1	28.28	206.5	167	35.57	38.2	4.61	16.07	16.4
2415.82	57.3	0.24	238	188.4	139.8	15.04	10	22.6	102	28.69	210.5	169.5	35.78	38.11	4.68	16.23	16.66
2403.05	56.65	0.22	234.5	186	136	14.85	9.87	22.41	102.4	28.7	209.2	169.7	35.41	37.8	4.65	16.16	16.7
2412.18	57.45	0.21	237.8	186	136.5	15.09	9.85	22.6	103	28.5	208.5	169	35.8	38.15	4.68	16.3	16.75
2393.88	57	0.2	235	183.5	133.1	14.85	9.69	22.35	101.6	28.3	205	168.5	35.6	38.15	4.58	16.25	17
2406.55	57.25	0.21	238.9	182.5	133.5	14.97	9.8	22.89	102	28.68	206	170	35.8	38.3	4.58	16.29	16.98
2389.37	56.75	0.21	236.9	181.4	134	14.98	9.95	23.09	101.5	28.47	209.3	167.5	35.35	38	4.53	16	16.9
2361.62	55.5	0.21	233.8	180	132.6	14.9	9.65	23	100.1	28	205.4	165.5	34.6	38	4.47	15.79	16.72
2357.54	55.95	0.19	237	182	135	14.95	9.65	23.3	101	28.35	207.8	164	34.5	37.7	4.46	15.4	16.85
2347.58	55.5	0.19	228.7	180	133.9	15	9.7	22.88	99.8	28.3	206.5	164	34.4	37.74	4.49	15.44	16.95
2288.85	55.55	0.19	223.3	174.4	133.4	14.53	9.25	21.5	98.3	27.51	199.5	159	33.29	37.2	4.22	15.29	15.9
2265.01	55.45	0.18	231.2	175	130	14.4	9.03	20.81	96.4	27.3	196.1	157.4	32.74	36.76	4.21	15.48	15.22
2198.36	54.2	0.19	220.1	168.1	130.6	13.74	8.75	20.25	92.1	25.58	194	153	31.82	35.47	4.02	15.15	15.02
2233.08	52.35	0.18	227.5	175	132.8	14.04	9	21.29	94	26.55	197.7	155.1	31.45	36.11	4.07	15.55	15.11
2240.28	52.9	0.18	228.1	172.5	133	13.88	8.93	20.98	94.6	27	192	156.4	31.68	36.33	4.07	15.75	15.12
2267.3	54.85	0.18	234.6	172	134.5	13.8	9	21.29	96.6	27.2	196	156	32.65	37.1	4.11	15.37	15.2
2249.48	55	0.18	237	169.5	136.8	13.95	8.94	21.75	96	27.02	197.2	153	31.9	36.9	4.12	15.07	15.38
2250.77	55.5	0.17	241	171.2	136.8	13.99	9.05	21.49	94.75	27.31	197.1	156	31.5	37.06	4.1	15.19	15.3
2281.92	56	0.18	248.8	177.7	134.4	13.5	9.03	21.54	95	27.35	197.8	159.8	32.35	38.19	4.13	15.22	14.82
2239.53	55.5	0.17	242.3	173.2	133.6	13.41	8.92	21.18	92.05	25.97	194.4	156.3	31.9	37.57	4.15	15.12	14.4
2259.19	55.6	0.18	237.9	175.6	134.4	13.74	9.06	21.04	91.7	26.07	197	159.5	31.76	38.15	4.16	15.7	14.01
2216.71	56.55	0.19	235.3	174.2	133	14	9.1	20.99	90.4	26.1	198.9	152.5	31.28	36.3	4.15	15.49	14.02
2173.25	55.25	0.18	229	170	134	13.8	8.92	20.3	88.75	25.52	197.8	148.3	31.05	35.22	4.13	15.45	13.5
2215.15	55.9	0.19	235.4	172.1	135.6	14.09	8.98	21.26	90	25.95	201	152.3	32.4	36.1	4.18	15.13	13.69
2205.27	57	0.19	232.5	170	136.9	14.02	8.9	21.13	90	26.1	198.5	152.5	31.7	35.75	4.26	15	13.63
2189.35	56.75	0.19	231	168.1	136.3	14.3	8.8	21.5	88	25.95	198.2	152.1	31.35	35.17	4.29	15.01	13.55
2195.65	56.75	0.2	231.1	168.1	137	14.09	8.87	21.76	86.5	25.96	199	155.1	31.5	35.06	4.33	15.15	13.5
2285.94	59	0.2	243.1	175	135.6	14.3	9	22.8	92	26.7	203	162.5	32.8	37.3	4.27	14.28	13.65
2383.95	59.9	0.2	256	184.5	142	14.75	9.3	23.27	98.65	28	209	167	34.55	39.39	4.41	15.97	13.9
2374.35	59	0.21	254.1	180.2	140.8	14.9	9.05	23.25	100	28.1	209.1	168	34.2	39	4.4	15.85	14
2363.18	60	0.2	253.3	176.6	142.8	15.07	9.05	23.5	97	27.66	212.9	169	33.43	39	4.35	16.05	13.76
2382.64	60.5	0.2	258.4	178.5	143	15.09	9.2	24	97	28.05	214.1	171	33.75	39.25	4.28	16.25	14
2362.93	59.7	0.2	259.9	179.9	142.8	15.05	9.27	23.74	96.05	28	212	166.5	33.25	39.43	4.2	16.1	13.99
2373.41	59.75	0.21	263.5	180	141.4	15.05	9.4	24.1	98.05	27.87	215	166	33.6	39.4	4.09	16.1	14.05
2388.64	60	0.2	266.9	180	144	15.15	9.24	24.6	100	28.05	214.8	166	34.1	39.4	4.14	16.07	14.3
2417.87	59.7	0.21	267	183.5	141.2	15.1	9.17	23.75	103	28.87	214	170	34.6	40.25	4.18	16.16	13.99
2407.78	59.6	0.2	268.7	184	140.4	15.15	8.91	23.99	102.3	29.4	215	172	34.5	39.75	4.19	16.05	13.85
2470.51	60.2	0.21	281	189	143.1	15.5	9.1	24.65	104.3	31.1	218.8	179.3	35.93	40.45	4.2	16.19	14.05
2489.45	60.4	0.22	290	191.9	144	15.24	9.15	25.19	106.1	32.07	219	179	36	40.3	4.3	16.39	14.31
2489.42	60.2	0.21	289.4	192.9	146	15.67	8.89	24.9	107.4	32.18	219	179.5	35.79	40	4.36	16.18	14.45
2465.3	60.65	0.21	285.5	190	144.1	15.36	8.8	24.41	109	32.02	216	176	35.75	38.9	4.24	16.13	14.4
2442.38	59.25	0.23	282	188	140	15.5	8.74	24.6	106.7	31.84	212	175	35.1	38.58	4.16	16.22	14.28
2451.98	59.2	0.23	282	190.6	143	15.21	8.85	24.59	106.1	31.89	211.3	175.5	35.68	38.7	4.19	16.39	14.35
2458.05	59	0.23	282	189.5	140.3	15.1	8.84	25.06	106.1	31.75	211.9	176	35.79	38.7	4.19	16.85	14.59
2448.71	58.8	0.22	276.1	184.2	140.3	15.1	8.9	25.3	106.7	31.89	210.4	174.5	35.98	38.6	4.13	16.54	14.63
2473.5	60.3	0.23	279	190.9	141.8	15.6	8.95	25.3	107.2	33	211	175	36.75	38.9	4.16	16.59	14.63
2440.42	60.15	0.23	273.2	184	141.5	14.8	8.82	25.2	104.5	32.5	210.2	171.9	36.25	38.65	4.12	16.58	14.53
2436.4	61.25	0.23	274.2	184.1	140.8	14.4	8.77	24.8	104.1	32.9	209.8	170.1	36.75	38.55	4.09	16.38	14.7
2472.83	63	0.23	280	187.4	141.1	14.07	8.95	25.6	109	33.5	208.6	170.9	36.8	38.74	4.09	16.59	15.28
2462.3	63.1	0.22	278	189	140.8	14.07	8.94	25.99	106.4	33.3	209.7	171.2	36.7	38.55	4	16.4	15.31
2444.58	63.15	0.23	271.4	188.5	137.7	13.85	8.95	26.28	108.5	32.95	209.8	168.5	35.4	38.68	4	16.01	14.9
2388.72	62.95	0.23	260	190	134	13.6	8.86	25.65	106	31.8	203.2	161.7	33.95	38	3.97	15.87	14.29
2396.44	63.4	0.23	261.5	192	135.6	13.56	8.95	25.99	106.7	31.95	208.5	162.9	33.95	37.5	3.95	15.87	14.29
2414.85	63.45	0.23	256	198	137.7	13.55	8.95	25.95	107.8	32.75	209	163	34.41	38.12	3.95	16	14.1
2405.04	63.8	0.22	253	188.6	137.5	13.87	8.98	26.34	105	32.29	209	162.1	34.1	38.85	3.81	16.16	14.01
2371.07	63	0.22	250.3	184.8	138	13.76	8.89	26	102.2	31.8	207	162	33.2	38.3	3.76	15.8	14.35
2364.9	62.35	0.22	252.4	183.1	139	13.55	8.9	25.42	102.3	31.7	208.9	162	32.15	38.5	3.79	16.02	14.39
2341.9	61.3	0.23	246.3	180.9	139.6	13.36	8.8	25.9	98.95	31.53	208.5	162.5	31.54	38.31	3.76	16	14
2322.64	60.7	0.23	246.3	178	141.2	13.3	8.78	25.47	97.8	31.36	210	162.7	31	37.91	3.68	15.85	13.75
2330.73	61.95	0.22	250	178.1	137.8	13.1	8.8	24.5	99	31.05	212	166.6	31.5	37.1	3.76	16.01	13.5
2359.88	62.2	0.22	250	178.5	135.2	13.44	8.82	24.51	101.1	31.28	213	171.9	31.9	37.28	3.72	16.32	13.55
2351.48	62.75	0.23	250	178.5	135.1	13.25	8.8	24	101.3	31.5	212.5	169.1	31.9	37.5	3.7	16.21	13.38
2352.02	62.5	0.23	252.7	177	136.5	13.4	8.8	23.95	100.5	31.68	214	168.5	31.7	37.84	3.7	16.49	13.01
2333.97	62	0.22	251.5	173	137.8	13.4	8.74	23.73	101.3	31.3	212	166.9	31.22	37.15	3.73	16.57	12.71
2314.28	60.9	0.22	248	174.9	138.2	13.45	8.55	23.55	99.5	31	212.5	162.5	31.71	36.9	3.74	16.35	12.7
2320.13	61.4	0.23	244.1	170	137.9	13.65	8.42	23.7	103.2	30.62	213.9	165.7	31.62	36.51	3.65	16.06	12.6
2374.7	62.5	0.23	245.1	175.7	134.9	13.2	8.54	23.7	107.8	31.3	215.8	173.5	31.6	37.95	3.69	16.4	12.6
2431.26	62.9	0.23	251.9	181.8	136.8	13.1	8.7	24.88	108.9	32.35	217	179	32.06	39	3.8	16.95	12.82
2448.25	62.8	0.24	253	182	138.5	13.25	8.6	25	110.7	32.5	217	182	32	39	3.83	17.15	13.04
2389.04	61	0.23	246.2	174.5	135.6	13.5	8.42	24.5	108.3	32.5	217	175.2	31.5	38.09	3.77	16.51	12.9
2392.93	59.8	0.24	242.7	173.3	136	13.9	8.4	24.75	109	32.2	217.9	176.9	31.76	38	3.83	16.2	12.74
2378.43	59.75	0.24	239	168.7	137.3	13.88	8.25	24.75	108	32.5	218	174	31.7	37.99	3.85	16.21	12.55
2352.71	57.5	0.23	230	163	136.9	13.8	8	23.8	107.8	31.94	217.3	176	31.1	37.6	3.7	16.12	12.46
2316.97	57.2	0.23	230	166	136.9	13.6	7.88	23.4	105	31.2	215.1	172	30.35	37.05	3.64	15.81	12.9
2331.34	58.45	0.23	234	169.5	133.2	13.77	7.93	23.6	106.7	30.5	215.3	172.4	30.6	36.55	3.7	16.2	13
2365.44	57.3	0.23	240.2	172.5	136.2	13.8	8.13	23.9	109	30.5	218	178.9	30.85	37.11	3.73	16	13.04
2366.25	58.5	0.23	242	171.5	136.2	13.8	8.1	23.94	107	30.01	218	180	30.51	37.99	3.79	15.9	12.82
2411.7	58.8	0.23	243.5	178	142.3	14.1	8.15	24.47	110.2	29.65	220	183.4	31.79	38.51	3.88	15.92	13.07
2347.67	58	0.24	237	173.9	140	14.28	8	23.09	107	28.69	214.9	177.4	30.8	37.01	3.75	16.02	13.07
2328.44	57.7	0.24	240.7	177	140.3	14.2	8.13	22.84	105.1	28.7	213	176.4	30.25	36.4	3.78	16.1	12.5
2370.07	57.3	0.24	248	185.2	139.8	14.07	8.28	23.7	108	28.6	214.4	179.9	30.5	37.8	3.85	16.16	12.24
2426.98	58.6	0.24	249	189.1	139	14.02	8.41	24.7	109.8	28.44	217.5	183	31.97	38.7	3.95	16.75	12.9
2429.41	58.5	0.25	253	188	139.9	14.2	8.39	24.7	109.4	28.31	217.9	184.6	31.4	39.3	3.93	16.6	13.29
2356.59	55.7	0.24	244.7	178	140.7	14	8.05	24.67	106.5	28	216	176.6	30.75	37.52	3.85	16.42	13.05
2393.6	58	0.25	245	178.1	142.4	14.05	8.07	24.1	108.5	28.22	218	182	31.5	37.37	3.87	16.94	13.67
2373.3	58.8	0.26	248	169.8	146.4	14.19	8	25.1	106.8	28.5	218.5	178	30.87	36.95	3.91	17.2	13.8
2358.84	59.25	0.25	250	167.9	147.9	14.06	8	24.81	105	28.69	219	175.8	30.7	36.9	3.9	17.18	13.65
2276.74	58	0.24	239.4	160	147	14.05	7.81	23.6	99.1	27.99	219.9	169.8	29.6	35.52	3.74	16.64	13.3
2305.84	58.85	0.25	250	162.5	148.9	14.11	8.2	24	101	27.92	220	166.8	30.1	36	3.74	17.08	14.1
2249.08	56.8	0.23	256.5	156.8	143.2	14.07	8.03	24.45	98.35	27.42	220	158.9	29.3	34.85	3.69	16.95	13.92
2193.87	55.5	0.23	259.7	151	143.8	14.05	7.82	24.5	94.8	26.7	218.8	152.5	29.09	33.5	3.66	16.5	13.87
2264.07	57.3	0.24	272	159.5	144.2	14.26	8.21	25.3	97.5	27.01	225.8	157.4	29.93	34.9	3.72	17.01	14.16
2274.72	58.5	0.23	272.5	156.5	144.6	14.05	8.34	25.34	98.9	26.6	227.1	157.3	30.5	34.7	3.76	17.1	14.5
2306.95	59	0.24	272.2	159.3	147.1	14.37	8.33	26.2	98	27.32	229.2	160.5	30.9	35.3	3.76	17.58	14.84
2273.83	58	0.24	269.9	160.3	148.9	14.37	8.37	26.17	93.5	26.97	228.3	157.3	30.77	33.88	3.73	17.78	15
2330.69	59	0.24	275	164	146	14.37	8.42	26.5	97.1	27.4	229	163	31.65	34.5	3.75	18.8	15
2381.07	57.3	0.25	283.2	169.2	146.2	14.27	8.59	27.22	101	28.12	230	169.2	32.19	35.05	3.88	19.04	14.99
2412.18	59.2	0.26	291	171.8	144.3	14.1	8.94	26.9	102	28.95	233.3	172	32.44	36	3.93	18.89	15
2368.11	58.65	0.24	284.5	163	143.4	14.44	8.9	25.9	100	27.8	228	171	32	35.5	3.92	17.98	15.09
2370.65	59.45	0.25	280.5	162.8	146	14.44	9.02	26.5	99.9	27.66	223	171	32.19	35.11	3.93	18	15.41
2348.65	60.7	0.25	277.8	162.8	143.5	14.04	9.02	25.9	98	27.7	221	170.3	32.2	35	3.92	17.43	15.45
2322.17	61.9	0.25	270.1	161.7	140.2	14.38	9.05	25.2	97.3	26.9	218.5	167	31.8	34.75	3.93	17	15.15
2272.37	62.1	0.25	268.9	160	141.1	14.2	8.9	25.1	95	25.85	215.3	163	31.1	33.2	3.88	16.45	14.69
2276.1	63	0.25	274.9	160	142.1	14.41	9.07	25.7	94.8	25.1	215.1	165	30.47	32.9	3.98	16.6	14.7
2302.54	63.65	0.25	280	160	146	14.85	9.19	25.18	93.65	24.65	214.6	171	30.5	33.2	4.01	17.22	14.77
2227.46	62.45	0.25	270	156.6	148.9	14.78	9.2	24	90.1	24.3	213	160.5	29.6	31.88	3.98	16.5	14.28
2238.51	62.2	0.25	269.9	156.6	151.3	14.4	9.2	24.11	91.4	24.3	212.6	161.2	29.95	32.1	4.01	16.52	14.4
2211.26	62.2	0.26	262.5	153.8	149	14.4	9.2	23.6	89.4	24.48	216	157	29.8	31.99	3.94	16.15	14.3
2205.42	61.8	0.26	266.3	155	149.8	14.4	9.2	23.5	87.65	24.42	214.3	155.5	30	31.95	3.96	16.21	14.46
2183.16	60.6	0.26	258.9	150.2	148	14.54	9.1	23.5	86	24.37	216.9	152	29.8	31.65	3.92	16.57	14.2
2222.27	62.1	0.27	265	155	154	14.6	9.23	24.5	87.75	24.65	220	151	30	32.61	4.05	16.95	14.49
2150.59	61.2	0.26	253	150	151	14.4	8.99	23.9	84.3	23.8	212.9	146	29.25	31.3	3.97	16.35	14.15
2144.13	61	0.26	247	151.1	142.7	14.5	9	24.01	84.55	23.7	210	148.2	29.04	31.59	3.87	15.7	14.05
2255.68	65.4	0.27	259	159	160.3	15	9.34	25.98	87.8	25.1	225.6	154	30.75	33.41	4.19	16.2	14.75
2192.37	61.8	0.26	240.1	150	153	14.88	9.1	24.1	86.4	24.49	210	152	29.75	33.55	3.9	15.8	14.15
2202.16	62.6	0.27	255	149.2	154	15	9.2	23.75	85	24.85	212.2	151	31	33.21	4	15.66	14.15
2260.61	63.6	0.27	262.2	158	150.3	15.13	9.2	24.16	86.6	25.02	215.2	157.6	31.57	34.41	4.17	16.03	14.4
2245.27	64	0.27	260.1	155.5	150.4	15.2	9.19	24.29	86.5	24.51	224	156	29.99	34.63	4.1	16	14.5
2256.39	64	0.28	265	157	149.1	15.12	9.3	24.8	88	24.06	219.7	156.9	29.4	35	4.09	16.1	14.35
2270.89	64	0.28	262.4	155.5	150	15	9.32	24.6	91	24.9	218	156.5	29.84	34.77	4.12	16.41	14.4
2246.97	65.3	0.3	263	151	148.3	14.19	9.39	24.78	90.5	24.96	219.4	153	29.2	33.8	4.11	16.37	14.75
2137.8	62	0.26	254	142.5	146	14	8.49	24	84	24.05	206.9	143	27.5	32.95	3.95	15.95	13.99
2147.28	62.4	0.27	261.4	146.5	148.8	13.9	8.55	23.88	84.6	24.48	208.9	144.4	27.35	32.4	3.98	16.15	14
2164.82	62.4	0.26	264	145.9	149.8	14.35	8.7	24.2	87	24.2	204	147.8	28.1	32.2	3.83	16.13	14.25
2145.75	61.4	0.26	257	140.4	150	14.51	8.55	24.25	86.95	23.6	208	146	27.78	31.5	3.96	16.2	14.1
2099.17	61.2	0.26	249.3	134.8	148	14.62	8.4	24	84	22.99	208.5	142	27.15	30.69	3.95	16.33	13.77
2102.53	62	0.26	248.9	137.8	150	14.98	8.43	23	83.6	23.5	206.5	143.1	27.15	30.45	4.01	16.5	13.5
2148.76	62.65	0.27	255	144.2	152	15.37	8.5	24.3	85.2	24.5	208.3	146	28.07	31.05	4.13	16.5	14
2185.22	62.95	0.27	261	144.8	152	15.6	8.6	24.9	88	24.8	208.1	146.5	29	31.5	4.1	16.9	14.49
2219.81	63.75	0.27	259	145	150	15.9	8.61	26.1	88.9	24.7	214	152	29.35	32.55	4.15	16.7	14.8
2196.93	62.5	0.27	249.6	139.1	147	15.8	8.47	25.5	88.9	24.57	205.7	150	28.84	32.3	4.15	16.92	14.6
2197.01	63	0.28	243.7	139.5	150	16.23	8.49	26.25	85.95	24.79	213.5	149.9	28.6	32.55	4.19	16.85	14.64
2117.09	60.2	0.27	234.5	131.9	150	15.8	8.14	24.54	83	24.37	208	142	27.46	32.2	4.03	16.35	13.8
